Sl.No,State,Zone,District,Sub District,P/M/C,Name of Local Body,Name Of Ward,
256,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Poovar,POOVAR,
257,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Poovar,VARAVILATHOPPU,
258,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Poovar,BEACH,
259,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Poovar,ERIKKALUVILA,
260,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Poovar,T.B,
261,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Poovar,KALLINGAVILAKOM,
262,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Poovar,CHEKKADY,
263,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Thirupuram,MULLUVILA,
264,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Thirupuram,IRUVAIKONAM,
265,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Thirupuram,KUMILI,
266,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Thirupuram,KALUMUGHAM,
267,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Thirupuram,PAZHAYAKADA,
268,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Thirupuram,MANNAKALLU,
269,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Thirupuram,KANJAMPAZHINJI,
270,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Thirupuram,THIRUPURAM,
271,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Thirupuram,PLANTHOTTAM,
272,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Thirupuram,PUTHENKADA,
273,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Thirupuram,PATHANAVILA,
274,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Thirupuram,MANKOOTTAM,
275,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Thirupuram,PULAVANGAL,
276,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Thirupuram,PURUTHIVILA,
277,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,MEETHY,
278,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,AMBALAM,
279,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,ANAPARA,
280,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,COVILLOOR,
281,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,KOOTHALI,
282,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,KAKKATHOOKY,
283,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,PANNIMALA,
284,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,ARATTUKUZHY,
285,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,VELLARADA,
286,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,ANCHUMARANKALA,
287,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,KILIYOOR,
288,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,MANOOR,
289,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,PONNAMBI,
290,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,MANATHOTTAM,
291,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,PANACHAMOODU,
292,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,KRISHNAPURAM,
293,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,VENCODE,
294,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,PANCHAKUZHY,
295,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,KARIKKAMANCODE,
296,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,MUNDANAD,
297,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,DALUMMUGAM,
298,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,PATTAMTHALAIKKAL,
299,Kerala,Southern,Thiruvananthapuram,Neyyattinkara,Panchayath,Vellarada,KALLIMOODU,
300,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Theerthamkara,
301,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Chela,
302,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Kalliyodu,
303,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Iriyanadu,
304,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Chandramangalam,
305,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Anad Town,
306,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Cheruveli,
307,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Vanchuvam,
308,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Manoorkonam,
309,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Thazhnnamala,
310,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Chullimanoor,
311,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Nettarakonam,
312,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Mandapam,
313,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Puthenpalam,
314,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Thirichittor,
315,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Vettampally,
316,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Venkavila,
317,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Thannimoodu,
318,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Anad,Irinchayam,
319,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Vellorkkonam,
320,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Kokkothamangalam,
321,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Kalathara,
322,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Mundela,
323,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Mailamoodu,
324,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Aruvikkara,
325,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Vembannoor,
326,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Kadambanad,
327,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Manambooru,
328,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Bhagavathipuram,
329,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Cheriyakonni,
330,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Irayamcode,
331,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Kachani,
332,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Kalathukaal,
333,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Mailam,
334,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Pandiyode,
335,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Irumba,
336,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Vattakkulam,
337,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Azhikkode,
338,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aruvikara,Karumarakkode,
339,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Keezhpaloor Ward,
340,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Meenankal Ward,
341,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Theviyarukunnu Ward,
342,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Pottanchira Ward,
343,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Enchappuri Ward,
344,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Kokkottela Ward,
345,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Palaikkonam Ward,
346,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Irinjal Ward,
347,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Pallivetta Ward,
348,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Kanjirammoodu Ward,
349,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Kanakkuzhi Ward,
350,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Choozha Ward,
351,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Aryanad Town Ward,
352,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Kottakkakam Ward,
353,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Eravoor Ward,
354,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Valiyakalungu Ward,
355,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Parandode Ward,
356,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Aryanad,Puruthippara Ward,
357,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Kallara Ward,
358,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Kallaratown Ward,
359,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Vellamkudi Ward,
360,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Thapasagiri Ward,
361,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Kurumbayam Ward,
362,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Palkulam Ward,
363,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,K T Kunnu Ward,
364,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Cheruvalam Ward,
365,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Thengumcode Ward,
366,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Parappil Ward,
367,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Kalluvaramb Ward,
368,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Muthuvila Ward,
369,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Aruvippuram Ward,
370,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Kurinjilakkadu Ward,
371,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Mithirmala Ward,
372,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Mulayilkonam Ward,
373,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Kallara,Thumbode Ward,
374,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Vattappara West,
375,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Vattappara East,
376,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Karayalathukonam,
377,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Palathara,
378,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Vencode,
379,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Kizhakkela,
380,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Chekkakonam,
381,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Ayanikadu,
382,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Tharatta,
383,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Kachani,
384,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Mudisasthamcode,
385,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Vazhayila,
386,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Aramkallu,
387,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Karakulam,
388,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Mukkola,
389,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Eanikkara,
390,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Nedumpara,
391,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Kallayam,
392,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Plavuvila,
393,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Neduman,
394,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Maruthoor,
395,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Kazhunad,
396,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Karakulam,Chittazha,
397,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Manickal Ward,
398,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Aliyadu Ward,
399,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Moolayam Ward,
400,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Thycadu Ward,
401,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Pirappancode Ward,
402,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Kuthirakulam Ward,
403,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Thalayal Ward,
404,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Edathara Ward,
405,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Chirathalackal Ward,
406,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Vembayam Ward,
407,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Kattackal Ward,
408,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Koppam Ward,
409,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Annal Ward,
410,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Plakeezhu Ward,
411,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Velavoor Ward,
412,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Koliyakkodu Ward,
413,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Kallikkadu Ward,
414,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Poolanthara Ward,
415,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Santhigiri Ward,
416,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Theeppukal Ward,
417,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Manickal,Kunnida Ward,
418,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Anakulam Ward,
419,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Meenmutty Ward,
420,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Pandiyanpara Ward,
421,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Kallippara Ward,
422,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Kurunthali Ward,
423,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Palode Ward,
424,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Puliyoor Ward,
425,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Nanniyode Ward,
426,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Navodaya Ward,
427,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Vattappankadu Ward,
428,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Pacha Ward,
429,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Alumkuzhi Ward,
430,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Kurupuzha Ward,
431,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Elavattom Ward,
432,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Perayam Ward,
433,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Thannimoodu Ward,
434,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Alampara Ward,
435,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nanniyod,Paluvalli Ward,
436,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Kottukunnam Ward,
437,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Nellanad Ward,
438,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Kanthalakonam Ward,
439,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Keezhaikonam Ward,
440,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Thottumpuram Ward,
441,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Mylackal Ward,
442,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Venjaramoodu Ward,
443,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Manickamangalam Ward,
444,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Puthoor Ward,
445,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Valiyakattackal Ward,
446,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Kaavara Ward,
447,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Mukkunnoor Ward,
448,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Muroorkonam Ward,
449,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Alanthara Ward,
450,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Mandapakkunnu Ward,
451,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Nellanad,Parameswaram Ward,
452,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Panavoor,Viswapuram,
453,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Panavoor,Perayam,
454,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Panavoor,Panayamuttom,
455,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Panavoor,Kothakulangara,
456,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Panavoor,Mottakkavu,
457,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Panavoor,Meennilam,
458,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Panavoor,Attukal,
459,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Panavoor,Karikkuzhi,
460,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Panavoor,Konganamkodu,
461,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Panavoor,Panavoor,
462,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Panavoor,Vazhode,
463,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Panavoor,Malamukal,
464,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Panavoor,Vellanchira,
465,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Panavoor,S N Puram,
466,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Panavoor,Ajayapuram,
467,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Manacode Ward,
468,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Pangode  Ward,
469,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Maranadu Ward,
470,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Thrikkovilvattom Ward,
471,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Moolappezhu Ward,
472,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Ambedkar Colony Ward,
473,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Bharathannoor Ward,
474,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Valiyavayal Ward,
475,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Ex Servicemen Colony Ward,
476,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Kakkanikkara Ward,
477,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Mylamoodu Ward,
478,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Adappupara Ward,
479,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Vellayamdesam Ward,
480,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Pulikkara Ward,
481,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Leninkunnu Ward,
482,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Kochalummoodu Ward,
483,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Uliyancode Ward,
484,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Pazhavila Ward,
485,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pangode,Pulippara Ward,
486,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Venkolla Ward,
487,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Ponmudi Ward,
488,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Idinjar Ward,
489,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Kochuvila Ward,
490,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Edavam Ward,
491,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Njaraneeli Ward,
492,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Thennoor Ward,
493,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Kochukarikkakam Ward,
494,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Iqbal College Ward,
495,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Daivappura Ward,
496,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Chittoor Ward,
497,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Peringammala Ward,
498,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Kollarukonam Ward,
499,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Palode Ward,
500,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Karimancode Ward,
501,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Chippanchira Ward,
502,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Elavupalam Ward,
503,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Kollayil Ward,
504,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Peringamala,Madathara Ward,
505,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pullampara,Panthaplavikonam Ward,
506,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pullampara,Vellumannady Ward,
507,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pullampara,Perumala Ward,
508,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pullampara,Muthippara Ward,
509,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pullampara,Pullampara Ward,
510,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pullampara,Koonanvenga Ward,
511,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pullampara,Panayam Ward,
512,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pullampara,Chullalam Ward,
513,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pullampara,Mukkudil Ward,
514,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pullampara,Mankuzhi Ward,
515,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pullampara,Thempammoodu Ward,
516,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pullampara,Attukal Ward,
517,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pullampara,Palamkonam Ward,
518,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pullampara,Nagarukuzhi Ward,
519,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Pullampara,Kuttimmoodu Ward,
520,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Tholicode,Pulichamala,
521,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Tholicode,Parappara,
522,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Tholicode,Chayam,
523,Kerala,Southern,Thiruvananthapuram,Nedumangad,Panchayath,Tholicode,Thottumukku,
